"weight","contraceptive_any","contraceptive_modern","unmet_need","REGNAME","age","marst","edattain","chsurv","chborn","urban","activity","floor","walls","roof","water","electricity","toilet","religion","language","relate","fuelcook","ethnicity","literacy","tobacco","occupation"
0.543382,"0","0","1","Falaba","35-39","Married","No education","5+","5+","Rural","Worked","Finished","Rudimentary/Finished","Finished","Unprotected spring","Yes","Facility","Islam","Other","Wife","Wood-based","Fullah","No","No","Agricultural"
0.543382,"0","0","0","Falaba","25-29","Married","No education","0-4","0-4","Rural","Worked","Finished","Rudimentary/Finished","Finished","Unprotected spring","Yes","Facility","Islam","Other","Wife","Wood-based","Fullah","No","No","Agricultural"
0.543382,"0","0","0","Falaba","15-19","Never in union","No education","0-4","0-4","Rural","Worked","Finished","Rudimentary/Finished","Finished","Unprotected spring","Yes","Facility","Islam","Other","Daughter","Wood-based","Fullah","No","No","Agricultural"
0.543382,"0","0","0","Falaba","45-49","Married","No education","0-4","0-4","Rural","Did not work","Finished","Natural","Finished","Unprotected spring","No","No facility","Islam","Other","Wife","Wood-based","Fullah","No","No","Did not work"
0.543382,"0","0","0","Falaba","15-19","Never in union","No education","0-4","0-4","Rural","Did not work","Finished","Natural","Finished","Unprotected spring","No","No facility","Islam","Other","Daughter","Wood-based","Fullah","No","No","Did not work"
0.543382,"0","0","1","Falaba","30-34","Married","No education","0-4","0-4","Rural","Worked","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Other","Wife","Wood-based","Fullah","No","No","Agricultural"
0.543382,"0","0","0","Falaba","15-19","Never in union","Incomplete primary","0-4","0-4","Rural","Worked","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Other","Daughter","Wood-based","Fullah","Yes","No","Agricultural"
0.543382,"0","0","0","Falaba","35-39","Married","No education","0-4","0-4","Rural","Worked","Natural","Natural","Finished","Protected well","No","Facility","Islam","Other","Wife","Wood-based","Fullah","No","No","Agricultural"
0.543382,"0","0","0","Falaba","30-34","Married","No education","0-4","0-4","Rural","Worked","Natural","Natural","Finished","Protected well","No","Facility","Islam","Other","Wife","Wood-based","Temne","No","No","Agricultural"
0.543382,"0","0","0","Falaba","35-39","Married","No education","0-4","0-4","Rural","Worked","Finished","Natural","Finished","Protected well","No","Facility","Islam","Other","Wife","Wood-based","Temne","No","No","Agricultural"
0.543382,"0","0","1","Falaba","45-49","Married","No education","0-4","0-4","Rural","Did not work","Natural","Natural","Finished","Unprotected spring","No","Facility","Islam","Other","Wife","Wood-based","Fullah","No","No","Did not work"
0.543382,"0","0","0","Falaba","15-19","Never in union","No education","0-4","0-4","Rural","Worked","Natural","Natural","Finished","Unprotected spring","No","Facility","Islam","Other","Daughter","Wood-based","Fullah","No","No","Agricultural"
0.543382,"0","0","0","Falaba","15-19","Never in union","No education","0-4","0-4","Rural","Did not work","Natural","Natural","Finished","Unprotected spring","No","Facility","Islam","Other","Daughter","Wood-based","Fullah","No","No","Did not work"
0.543382,"0","0","0","Falaba","35-39","Married","No education","0-4","0-4","Rural","Did not work","Finished","Rudimentary/Finished","Finished","Unprotected spring","No","Facility","Christian","Other","Wife","Wood-based","Fullah","No","No","Did not work"
0.543382,"0","0","1","Falaba","40-44","Married","No education","0-4","5+","Rural","Worked","Natural","Natural","Natural","Protected well","No","Facility","Islam","Other","Wife","Wood-based","Fullah","No","No","Agricultural"
0.543382,"0","0","1","Falaba","45-49","Married","No education","5+","5+","Rural","Worked","Natural","Natural","Natural","Protected well","No","Facility","Islam","Other","Wife","Wood-based","Fullah","No","No","Agricultural"
0.543382,"0","0","0","Falaba","15-19","Never in union","Incomplete primary","0-4","0-4","Rural","Worked","Natural","Natural","Natural","Protected well","No","Facility","Islam","Other","Daughter","Wood-based","Fullah","Yes","No","Agricultural"
0.543382,"0","0","1","Falaba","30-34","Married","No education","5+","5+","Rural","Worked","Natural","Natural","Finished","Unprotected spring","No","Facility","Islam","Other","Wife","Wood-based","Fullah","No","No","Agricultural"
0.543382,"0","0","0","Falaba","25-29","Married","No education","0-4","0-4","Rural","Worked","Natural","Natural","Finished","Unprotected spring","No","Facility","Islam","Other","Wife","Wood-based","Fullah","No","No","Agricultural"
0.543382,"0","0","0","Falaba","15-19","Never in union","Incomplete secondary","0-4","0-4","Rural","Did not work","Natural","Natural","Finished","Unprotected spring","No","Facility","Islam","Other","Daughter","Wood-based","Fullah","Yes","No","Did not work"
0.543382,"0","0","0","Falaba","45-49","Married","No education","0-4","0-4","Rural","Worked","Finished","Natural","Finished","Protected well","No","Facility","Islam","Other","Wife","Wood-based","Fullah","No","No","Agricultural"
0.543382,"0","0","0","Falaba","35-39","Married","No education","0-4","0-4","Rural","Worked","Finished","Natural","Finished","Protected well","No","Facility","Islam","Other","Wife","Wood-based","Fullah","No","No","Agricultural"
0.543382,"1","1","0","Falaba","15-19","Never in union","No education","0-4","0-4","Rural","Worked","Finished","Natural","Finished","Protected well","No","Facility","Islam","Other","Other","Wood-based","Fullah","No","No","Agricultural"
0.543382,"0","0","0","Falaba","40-44","Widowed","No education","0-4","0-4","Rural","Worked","Natural","Natural","Finished","Protected well","No","Facility","Islam","Other","Head","Wood-based","Fullah","No","No","Agricultural"
0.543382,"1","1","0","Falaba","15-19","Never in union","Incomplete secondary","0-4","0-4","Rural","Worked","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Islam","Other","Daughter","Unknown","Fullah","Yes","No","Sales"
0.543382,"0","0","1","Falaba","35-39","Married","No education","0-4","0-4","Rural","Worked","Natural","Natural","Finished","Unprotected spring","No","Facility","Islam","Other","Wife","Wood-based","Fullah","No","No","Agricultural"
0.543382,"0","0","0","Falaba","35-39","Married","No education","0-4","0-4","Rural","Worked","Natural","Natural","Finished","Unprotected spring","No","Facility","Other","Other","In-law","Wood-based","Fullah","No","No","Sales"
0.543382,"0","0","1","Falaba","30-34","Married","No education","0-4","0-4","Rural","Worked","Natural","Natural","Natural","Protected well","No","Facility","Islam","Other","Wife","Wood-based","Fullah","No","No","Agricultural"
0.543382,"0","0","0","Falaba","40-44","Living with partner","No education","0-4","0-4","Rural","Worked","Natural","Natural","Finished","Unprotected well","No","Facility","Islam","Other","Wife","Wood-based","Fullah","No","No","Agricultural"
0.543382,"0","0","0","Falaba","15-19","Never in union","No education","0-4","0-4","Rural","Worked","Natural","Natural","Finished","Unprotected well","No","Facility","Islam","Other","Daughter","Wood-based","Fullah","No","No","Agricultural"
0.543382,"0","0","1","Falaba","45-49","Married","No education","0-4","0-4","Rural","Worked","Finished","Rudimentary/Finished","Finished","Surface water","No","Facility","Islam","Other","In-law","Wood-based","Fullah","No","No","Agricultural"
0.543382,"0","0","0","Falaba","35-39","Married","No education","5+","5+","Rural","Worked","Finished","Natural","Finished","Protected well","No","Facility","Islam","Other","Wife","Wood-based","Fullah","No","No","Agricultural"
0.543382,"0","0","1","Falaba","45-49","Married","No education","0-4","5+","Rural","Worked","Finished","Natural","Finished","Protected well","No","Facility","Islam","Other","Wife","Wood-based","Temne","No","No","Agricultural"
0.543382,"1","1","0","Falaba","15-19","Never in union","Incomplete secondary","0-4","0-4","Rural","Did not work","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Islam","Other","Daughter","Unknown","Fullah","Yes","No","Did not work"
0.543382,"0","0","0","Falaba","15-19","Never in union","Incomplete secondary","0-4","0-4","Rural","Worked","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Islam","Other","Daughter","Unknown","Fullah","Yes","No","Agricultural"
1.518189,"1","1","0","Bombali","35-39","Married","No education","5+","5+","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected well","No","Facility","Islam","Krio","Head","Wood-based","Temne","No","No","Sales"
1.518189,"1","1","0","Bombali","15-19","Never in union","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected well","No","Facility","Islam","Krio","Daughter","Wood-based","Temne","Yes","No","Sales"
1.518189,"1","1","0","Bombali","25-29","Married","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected well","No","Facility","Islam","Krio","Wife","Wood-based","Temne","Yes","No","Sales"
1.518189,"0","0","1","Bombali","20-24","Married","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Natural","Finished","Protected well","Yes","Facility","Islam","Temne","Wife","Wood-based","Temne","No","No","Sales"
1.518189,"0","0","1","Bombali","35-39","Married","Complete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Temne","Wife","Wood-based","Temne","Yes","No","Agricultural"
1.518189,"1","1","0","Bombali","15-19","Never in union","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Temne","Niece","Wood-based","Temne","Yes","No","Sales"
1.518189,"0","0","0","Bombali","35-39","Married","No education","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Other","Wife","Wood-based","Mandingo","No","No","Sales"
1.518189,"0","0","0","Bombali","40-44","Married","No education","5+","5+","Urban","Worked","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Temne","Wife","Wood-based","Temne","No","No","Sales"
1.518189,"1","1","0","Bombali","20-24","Never in union","Incomplete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Other","Not related","Wood-based","Mandingo","Yes","No","Did not work"
1.518189,"1","1","0","Bombali","25-29","Living with partner","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected well","No","Facility","Islam","Krio","Head","Wood-based","Temne","Yes","No","Sales"
1.518189,"1","1","0","Bombali","20-24","Never in union","Complete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected well","No","Facility","Islam","Krio","Sister","Wood-based","Temne","Yes","No","Sales"
1.518189,"1","1","0","Bombali","20-24","Never in union","Complete primary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected well","Yes","Facility","Islam","Krio","Sister","Wood-based","Temne","No","No","Sales"
1.518189,"0","0","1","Bombali","20-24","Married","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Protected well","Yes","Facility","Islam","Temne","Not related","Wood-based","Temne","Yes","No","Sales"
1.518189,"0","0","0","Bombali","35-39","Married","Incomplete primary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Public tap","No","Facility","Christian","Temne","Wife","Wood-based","Temne","No","No","Sales"
1.518189,"1","1","0","Bombali","35-39","Widowed","No education","0-4","0-4","Urban","Worked","Finished","Natural","Finished","Protected well","No","Facility","Islam","Krio","Head","Wood-based","Temne","No","No","Sales"
1.518189,"1","1","0","Bombali","15-19","Never in union","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Natural","Finished","Protected well","No","Facility","Islam","Temne","Niece","Wood-based","Temne","Yes","No","Sales"
1.518189,"0","0","0","Bombali","30-34","Married","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected well","No","Facility","Islam","Krio","Wife","Wood-based","Temne","Yes","Yes","Sales"
1.518189,"0","0","0","Bombali","45-49","Married","Incomplete secondary","0-4","5+","Urban","Worked","Finished","Rudimentary/Finished","Finished","Protected well","Yes","Facility","Islam","Temne","Head","Wood-based","Temne","Yes","No","Sales"
1.518189,"0","0","0","Bombali","15-19","Never in union","Higher than secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Protected well","Yes","Facility","Islam","Temne","Daughter","Wood-based","Temne","Yes","No","Did not work"
1.518189,"1","1","0","Bombali","20-24","Never in union","Higher than secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Protected well","Yes","Facility","Islam","Temne","Daughter","Wood-based","Temne","Yes","No","Sales"
1.518189,"0","0","0","Bombali","30-34","Married","No education","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Protected well","Yes","Facility","Islam","Temne","Not related","Wood-based","Temne","No","No","Did not work"
1.518189,"0","0","0","Bombali","20-24","Married","No education","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected well","No","Facility","Islam","Krio","Head","Wood-based","Temne","No","No","Sales"
1.518189,"1","1","0","Bombali","15-19","Never in union","Incomplete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Unprotected well","No","Facility","Islam","Krio","Other","Wood-based","Temne","Yes","No","Did not work"
1.518189,"0","0","0","Bombali","25-29","Married","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected well","No","Facility","Islam","Krio","Head","Wood-based","Temne","Yes","No","Sales"
1.518189,"0","0","0","Bombali","30-34","Married","No education","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected well","No","Facility","Islam","Krio","Other","Wood-based","Limba","No","No","Sales"
1.518189,"0","0","0","Bombali","15-19","Never in union","Incomplete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Unprotected well","No","Facility","Islam","Krio","Other","Wood-based","Temne","Yes","No","Did not work"
1.518189,"0","0","0","Bombali","20-24","Married","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected well","No","Facility","Christian","Krio","Wife","Wood-based","Limba","Yes","No","Sales"
1.518189,"1","1","0","Bombali","40-44","Married","No education","5+","5+","Urban","Worked","Finished","Rudimentary/Finished","Finished","Public tap","No","Facility","Christian","Temne","Wife","Wood-based","Temne","No","No","Sales"
1.518189,"0","0","1","Bombali","35-39","Married","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected well","No","Facility","Islam","Krio","Head","Wood-based","Temne","Yes","No","Sales"
1.518189,"0","0","0","Bombali","30-34","Separated","No education","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected well","No","Facility","Islam","Krio","Sister","Wood-based","Temne","No","No","Sales"
1.518189,"0","0","0","Bombali","30-34","Married","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Temne","In-law","Wood-based","Temne","Yes","No","Sales"
1.518189,"0","0","1","Bombali","15-19","Never in union","Incomplete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Temne","Not related","Wood-based","Temne","Yes","No","Did not work"
1.518189,"0","0","0","Bombali","25-29","Married","Higher than secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected well","Yes","Facility","Islam","Krio","Head","Wood-based","Temne","Yes","No","Sales"
1.518189,"0","0","0","Bombali","40-44","Separated","No education","0-4","5+","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected well","No","Facility","Islam","Krio","Head","Wood-based","Limba","No","No","Sales"
1.518189,"0","0","0","Bombali","15-19","Never in union","Complete primary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Unprotected well","No","Facility","Islam","Krio","Daughter","Wood-based","Limba","Yes","No","Did not work"
1.518189,"0","0","1","Bombali","25-29","Married","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Surface water","No","Facility","Islam","Temne","Wife","Wood-based","Temne","No","No","Sales"
1.518189,"0","0","0","Bombali","25-29","Married","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected well","Yes","Facility","Islam","Krio","Wife","Wood-based","Temne","Yes","No","Sales"
1.518189,"1","1","0","Bombali","20-24","Married","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Natural","Finished","Protected well","Yes","Facility","Islam","Temne","Wife","Wood-based","Temne","Yes","No","Sales"
1.518189,"0","0","0","Bombali","25-29","Married","Complete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected well","Yes","Facility","Islam","Krio","Head","Wood-based","Temne","Yes","No","Sales"
0.541636,"0","0","0","Western Area Rural","45-49","Married","No education","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Sachet or bottled water","No","Facility","Islam","Temne","Wife","Wood-based","Temne","No","Yes","Sales"
0.541636,"0","0","0","Western Area Rural","25-29","Married","Incomplete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Temne","Wife","Wood-based","Temne","Yes","No","Did not work"
0.541636,"0","0","0","Western Area Rural","30-34","Married","No education","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Temne","Wife","Wood-based","Temne","No","No","Sales"
0.541636,"1","1","0","Western Area Rural","30-34","Married","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Temne","Wife","Wood-based","Temne","Yes","No","Sales"
0.541636,"0","0","0","Western Area Rural","25-29","Married","Complete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Sachet or bottled water","No","Facility","Christian","Other","In-law","Wood-based","Mandingo","Yes","No","Sales"
0.541636,"0","0","0","Western Area Rural","25-29","Married","Incomplete primary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Temne","Wife","Wood-based","Temne","No","No","Sales"
0.541636,"0","0","0","Western Area Rural","35-39","Never in union","Incomplete secondary","0-4","5+","Urban","Worked","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Temne","Head","Wood-based","Temne","Yes","No","Sales"
0.541636,"0","0","0","Western Area Rural","15-19","Never in union","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Temne","Daughter","Wood-based","Temne","Yes","No","Sales"
0.541636,"0","0","0","Western Area Rural","45-49","Married","No education","0-4","5+","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Surface water","No","Facility","Christian","Temne","Wife","Wood-based","Temne","No","No","Did not work"
0.541636,"0","0","1","Western Area Rural","35-39","Married","No education","0-4","5+","Urban","Worked","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Other","Wife","Wood-based","Fullah","No","No","Sales"
0.541636,"0","0","0","Western Area Rural","25-29","Married","No education","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Other","Wife","Wood-based","Fullah","No","No","Did not work"
0.541636,"0","0","0","Western Area Rural","25-29","Married","No education","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Temne","Head","Wood-based","Temne","No","No","Sales"
0.541636,"0","0","0","Western Area Rural","30-34","Married","No education","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Temne","Wife","Petroleum-based","Temne","No","No","Sales"
0.541636,"0","0","0","Western Area Rural","45-49","Married","No education","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Temne","Wife","Petroleum-based","Temne","No","No","Sales"
0.541636,"0","0","1","Western Area Rural","15-19","Never in union","No education","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Other","Daughter","Petroleum-based","Sherbro","No","No","Did not work"
0.541636,"1","1","0","Western Area Rural","20-24","Separated","Incomplete primary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Temne","Daughter","Petroleum-based","Temne","Yes","No","Sales"
0.541636,"1","1","0","Western Area Rural","35-39","Married","Incomplete primary","5+","5+","Urban","Worked","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Temne","Head","Wood-based","Temne","No","No","Sales"
0.541636,"0","0","0","Western Area Rural","35-39","Separated","No education","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Temne","Sister","Wood-based","Temne","No","No","Sales"
0.541636,"1","0","0","Western Area Rural","35-39","Married","No education","0-4","5+","Urban","Worked","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Christian","Limba","Head","Wood-based","Limba","No","No","Sales"
0.541636,"0","0","0","Western Area Rural","25-29","Married","No education","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Temne","Wife","Wood-based","Temne","No","No","Sales"
0.541636,"0","0","0","Western Area Rural","15-19","Married","No education","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Other","Wife","Wood-based","Fullah","No","No","Did not work"
0.541636,"0","0","0","Western Area Rural","40-44","Married","No education","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Sachet or bottled water","No","Facility","Christian","Other","Wife","Wood-based","Other","No","No","Did not work"
0.541636,"0","0","0","Western Area Rural","15-19","Never in union","Incomplete primary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Sachet or bottled water","No","Facility","Christian","Other","Daughter","Wood-based","Fullah","Yes","No","Did not work"
0.541636,"0","0","0","Western Area Rural","35-39","Married","No education","0-4","0-4","Urban","Worked","Natural","Rudimentary/Finished","Finished","Mechanical well","No","Facility","Islam","Temne","Wife","Wood-based","Temne","No","No","Sales"
0.541636,"1","1","0","Western Area Rural","15-19","Never in union","Incomplete secondary","0-4","0-4","Urban","Worked","Natural","Rudimentary/Finished","Finished","Mechanical well","No","Facility","Islam","Temne","Daughter","Wood-based","Temne","Yes","No","Sales"
0.541636,"0","0","0","Western Area Rural","45-49","Married","No education","0-4","5+","Urban","Worked","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Temne","Head","Wood-based","Temne","No","No","Agricultural"
0.541636,"0","0","0","Western Area Rural","25-29","Married","Incomplete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Other","Wife","Wood-based","Mandingo","Yes","No","Did not work"
0.765278,"1","1","0","Kono","25-29","Married","Complete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Mechanical well","Yes","Facility","Christian","Other","Wife","Wood-based","Kono","Yes","No","Sales"
0.765278,"0","0","0","Kono","25-29","Married","Incomplete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Protected well","Yes","Facility","Islam","Temne","Wife","Wood-based","Temne","Yes","No","Did not work"
0.765278,"0","0","0","Kono","15-19","Never in union","Incomplete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Protected well","Yes","Facility","Islam","Other","Daughter","Wood-based","Mandingo","Yes","No","Did not work"
0.765278,"0","0","0","Kono","45-49","Never in union","No education","0-4","5+","Urban","Worked","Natural","Natural","Finished","Mechanical well","No","Facility","Islam","Other","Wife","Wood-based","Mandingo","No","No","Sales"
0.765278,"0","0","0","Kono","30-34","Married","No education","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Public tap","Yes","Facility","Islam","Other","Wife","Wood-based","Fullah","No","No","Sales"
0.765278,"0","0","0","Kono","40-44","Married","Incomplete primary","5+","5+","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Mechanical well","Yes","Facility","Islam","Krio","Wife","Wood-based","Other","No","No","Did not work"
0.765278,"0","0","0","Kono","15-19","Never in union","Incomplete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Mechanical well","Yes","Facility","Islam","Other","Daughter","Wood-based","Other","Yes","No","Did not work"
0.765278,"0","0","0","Kono","20-24","Never in union","Complete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Mechanical well","No","Facility","Islam","Other","Niece","Wood-based","Kono","Yes","No","Did not work"
0.765278,"1","1","0","Kono","20-24","Never in union","Complete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Mechanical well","No","Facility","Islam","Other","Niece","Wood-based","Kono","Yes","No","Did not work"
0.765278,"0","0","0","Kono","25-29","Widowed","Complete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Mechanical well","No","Facility","Islam","Other","Granddaughter","Wood-based","Kono","Yes","No","Skilled manual"
0.765278,"0","0","1","Kono","30-34","Married","Incomplete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Public tap","Yes","Facility","Christian","Other","Wife","Wood-based","Kono","Yes","No","Did not work"
0.765278,"0","0","0","Kono","20-24","Living with partner","Complete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Sachet or bottled water","Yes","Facility","Islam","Temne","Wife","Wood-based","Mende","Yes","No","Sales"
0.765278,"0","0","0","Kono","35-39","Married","Incomplete secondary","5+","5+","Urban","Worked","Finished","Rudimentary/Finished","Finished","Public tap","Yes","Facility","Christian","Limba","Wife","Wood-based","Limba","No","No","Sales"
0.765278,"0","0","0","Kono","30-34","Married","Complete primary","0-4","5+","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Public tap","Yes","Facility","Islam","Other","Wife","Wood-based","Mandingo","No","No","Did not work"
0.765278,"0","0","0","Kono","15-19","Never in union","Incomplete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Public tap","Yes","Facility","Islam","Mende","In-law","Wood-based","Mende","Yes","No","Did not work"
0.765278,"0","0","0","Kono","35-39","Married","No education","0-4","5+","Urban","Worked","Natural","Rudimentary/Finished","Finished","Public tap","No","Facility","Islam","Temne","Head","Wood-based","Temne","No","No","Sales"
0.765278,"0","0","0","Kono","25-29","Married","Complete primary","0-4","0-4","Urban","Did not work","Natural","Rudimentary/Finished","Finished","Public tap","No","Facility","Islam","Temne","Sister","Wood-based","Temne","No","No","Did not work"
0.765278,"0","0","1","Kono","20-24","Married","No education","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Sachet or bottled water","Yes","Facility","Islam","Other","Wife","Wood-based","Fullah","No","No","Sales"
0.765278,"0","0","0","Kono","15-19","Never in union","Higher than secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Mechanical well","Yes","Facility","Islam","Other","Daughter","Wood-based","Fullah","Yes","No","Did not work"
0.765278,"0","0","1","Kono","20-24","Married","No education","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Mechanical well","Yes","Facility","Islam","Other","In-law","Wood-based","Temne","No","No","Did not work"
0.765278,"0","0","0","Kono","25-29","Married","Complete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Mechanical well","Yes","Facility","Islam","Other","Wife","Wood-based","Kono","Yes","No","Did not work"
0.765278,"0","0","0","Kono","35-39","Divorced","No education","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Sachet or bottled water","Yes","Facility","Islam","Other","Head","Wood-based","Fullah","No","No","Skilled manual"
0.765278,"1","1","0","Kono","15-19","Never in union","Complete primary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Sachet or bottled water","Yes","Facility","Islam","Other","Niece","Wood-based","Fullah","No","No","Skilled manual"
0.983112,"0","0","0","Kono","15-19","Married","No education","0-4","0-4","Rural","Did not work","Natural","Natural","Finished","Unprotected spring","No","Facility","Islam","Other","Wife","Wood-based","Kono","No","No","Did not work"
0.983112,"0","0","0","Kono","25-29","Married","Incomplete primary","0-4","0-4","Rural","Worked","Natural","Natural","Finished","Surface water","No","Facility","Islam","Other","Wife","Wood-based","Kono","No","No","Agricultural"
